,Adj Close,close,high,low,open,vol,pct_change,vwap
2005-12-01,,,,,,,,2998.58
2005-12-02,,,,,,,,3020.04
2005-12-05,,,,,,,,2984.52
2005-12-06,,,,,,,,2980.15
2005-12-07,,,,,,,,2978.99
2005-12-08,,,,,,,,2974.34
2005-12-09,,,,,,,,2980.19
2005-12-12,,,,,,,,2982.41
2005-12-13,,,,,,,,2967.3
2005-12-14,,,,,,,,2967.51
2005-12-15,,,,,,,,2963.29
2005-12-16,,,,,,,,2965.77
2005-12-19,,,,,,,,2961.21
2005-12-20,,,,,,,,2949.61
2005-12-21,,,,,,,,2950.66
2005-12-22,,,,,,,,2950.35
2005-12-23,,,,,,,,2953.41
2005-12-27,,,,,,,,2946.58
2005-12-28,,,,,,,,2936.74
2005-12-29,,,,,,,,2940.91
2005-12-30,,,,,,,,2939.76
2006-01-03,,,,,,,,2938.67
2006-01-04,,,,,,,,2981.63
2006-01-05,,,,,,,,2962.42
2006-01-06,,,,,,,,2971.83
2006-01-09,,,,,,,,2964.61
2006-01-10,,,,,,,,2973.49
2006-01-11,,,,,,,,2972.06
2006-01-12,,,,,,,,2950.7
2006-01-13,,,,,,,,2953.07
2006-01-17,,,,,,,,2941.89
2006-01-18,,,,,,,,2951.24
2006-01-19,,,,,,,,2970.86
2006-01-20,,,,,,,,2953.84
2006-01-23,,,,,,,,2946.11
2006-01-24,,,,,,,,2948.31
2006-01-25,,,,,,,,2947.97
2006-01-26,,,,,,,,2946.17
2006-01-27,,,,,,,,2938.96
2006-01-30,,,,,,,,2937.19
2006-01-31,,,,,,,,2921.35
2006-02-01,,,,,,,,2919.34
2006-02-02,,,,,,,,2907.89
2006-02-03,,,,,,,,2895.92
2006-02-06,,,,,,,,2882.99
2006-02-07,,,,,,,,2872.96
2006-02-08,,,,,,,,2882.13
2006-02-09,,,,,,,,2898.63
2006-02-10,,,,,,,,2903.74
2006-02-13,,,,,,,,2906.35
2006-02-14,,,,,,,,2917.77
2006-02-15,,,,,,,,2923.08
2006-02-16,,,,,,,,2904.76
2006-02-17,,,,,,,,2899.9
2006-02-21,,,,,,,,2893.15
2006-02-22,,,,,,,,2886.23
2006-02-23,,,,,,,,2882.41
2006-02-24,,,,,,,,2879.6
2006-02-27,,,,,,,,2888.37
2006-02-28,,,,,,,,2880.58
2006-03-01,,,,,,,,2888.34
2006-03-02,,,,,,,,2891.9
2006-03-03,,,,,,,,2907.7
2006-03-06,,,,,,,,2931.0
2006-03-07,,,,,,,,2938.55
2006-03-08,,,,,,,,2945.72
2006-03-09,,,,,,,,2980.2
2006-03-10,,,,,,,,2994.45
2006-03-13,,,,,,,,3002.16
2006-03-14,,,,,,,,2989.03
2006-03-15,,,,,,,,2972.75
2006-03-16,,,,,,,,2974.88
2006-03-17,,,,,,,,2954.31
2006-03-20,,,,,,,,2982.75
2006-03-21,,,,,,,,2993.46
2006-03-22,,,,,,,,2999.85
2006-03-23,,,,,,,,2999.41
2006-03-24,,,,,,,,2999.29
2006-03-27,,,,,,,,2993.76
2006-03-28,,,,,,,,2989.84
2006-03-29,,,,,,,,2993.51
2006-03-30,,,,,,,,2993.43
2006-03-31,,,,,,,,3002.98
2006-04-03,,,,,,,,3007.01
2006-04-04,,,,,,,,3001.59
2006-04-05,,,,,,,,2993.78
2006-04-06,,,,,,,,2990.31
2006-04-07,,,,,,,,2973.44
2006-04-10,,,,,,,,2949.13
2006-04-11,,,,,,,,2923.21
2006-04-12,,,,,,,,2903.02
2006-04-13,,,,,,,,2894.31
2006-04-17,,,,,,,,2875.54
2006-04-18,,,,,,,,2851.2
2006-04-19,,,,,,,,2864.49
2006-04-20,,,,,,,,2870.11
2006-04-21,,,,,,,,2870.96
2006-04-24,,,,,,,,2872.26
2006-04-25,,,,,,,,2877.34
2006-04-26,,,,,,,,2912.31
2006-04-27,,,,,,,,2927.46
2006-04-28,,,,,,,,2928.74
2006-05-01,,,,,,,,2971.55
2006-05-02,,,,,,,,2974.43
2006-05-03,,,,,,,,2952.45
2006-05-04,,,,,,,,2926.88
2006-05-05,,,,,,,,2938.72
2006-05-08,,,,,,,,2977.45
2006-05-09,,,,,,,,2976.76
2006-05-10,,,,,,,,2989.15
2006-05-11,,,,,,,,2988.38
2006-05-12,,,,,,,,2976.81
2006-05-15,,,,,,,,2990.39
2006-05-16,,,,,,,,3009.65
2006-05-17,,,,,,,,3015.18
2006-05-18,,,,,,,,3057.48
2006-05-19,,,,,,,,3057.74
2006-05-22,,,,,,,,3069.21
2006-05-23,,,,,,,,3058.31
2006-05-24,,,,,,,,3066.62
2006-05-25,,,,,,,,3066.45
2006-05-26,,,,,,,,3068.11
2006-05-30,,,,,,,,3076.1
2006-05-31,,,,,,,,3068.01
2006-06-01,,,,,,,,3062.34
2006-06-02,,,,,,,,3051.72
2006-06-05,,,,,,,,3059.17
2006-06-06,,,,,,,,3042.82
2006-06-07,,,,,,,,3031.61
2006-06-08,,,,,,,,2998.42
2006-06-09,,,,,,,,3016.54
2006-06-12,,,,,,,,3025.01
2006-06-13,,,,,,,,3007.17
2006-06-14,,,,,,,,3001.97
2006-06-15,,,,,,,,3051.11
2006-06-16,,,,,,,,3052.71
2006-06-19,,,,,,,,3075.65
2006-06-20,,,,,,,,3071.82
2006-06-21,,,,,,,,3076.5
2006-06-22,,,,,,,,3073.32
2006-06-23,,,,,,,,3069.88
2006-06-26,,,,,,,,3024.59
2006-06-27,,,,,,,,3048.51
2006-06-28,,,,,,,,3060.34
2006-06-29,,,,,,,,3059.16
2006-06-30,,,,,,,,3054.83
2006-07-03,,,,,,,,3056.13
2006-07-05,,,,,,,,3019.02
2006-07-06,,,,,,,,3006.83
2006-07-07,,,,,,,,3002.99
2006-07-10,,,,,,,,3030.34
2006-07-11,,,,,,,,3030.82
2006-07-12,,,,,,,,3023.65
2006-07-13,,,,,,,,3000.32
2006-07-14,,,,,,,,2991.86
2006-07-17,,,,,,,,2997.79
2006-07-18,,,,,,,,3001.77
2006-07-19,,,,,,,,3027.08
2006-07-20,,,,,,,,3026.52
2006-07-21,,,,,,,,2997.73
2006-07-24,,,,,,,,3027.61
2006-07-25,,,,,,,,3031.33
2006-07-26,,,,,,,,3036.17
2006-07-27,,,,,,,,3036.61
2006-07-28,,,,,,,,3042.28
2006-07-31,,,,,,,,3059.3
2006-08-01,,,,,,,,3052.32
2006-08-02,,,,,,,,3045.9
2006-08-03,,,,,,,,3044.69
2006-08-04,,,,,,,,3049.29
2006-08-07,,,,,,,,3073.24
2006-08-08,,,,,,,,3103.17
2006-08-09,,,,,,,,3090.98
2006-08-10,,,,,,,,3086.72
2006-08-11,,,,,,,,3098.79
2006-08-14,,,,,,,,3089.83
2006-08-15,,,,,,,,3080.14
2006-08-16,,,,,,,,3126.81
2006-08-17,,,,,,,,3139.48
2006-08-18,,,,,,,,3163.58
2006-08-21,,,,,,,,3174.35
2006-08-22,,,,,,,,3182.37
2006-08-23,,,,,,,,3180.33
2006-08-24,,,,,,,,3206.82
2006-08-25,,,,,,,,3201.59
2006-08-28,,,,,,,,3198.23
2006-08-29,,,,,,,,3198.57
2006-08-30,,,,,,,,3195.94
2006-08-31,,,,,,,,3198.02
2006-09-01,,,,,,,,3193.2
2006-09-05,,,,,,,,3200.68
2006-09-06,,,,,,,,3203.12
2006-09-07,,,,,,,,3196.91
2006-09-08,,,,,,,,3199.08
2006-09-11,,,,,,,,3204.75
2006-09-12,,,,,,,,3207.05
2006-09-13,,,,,,,,3205.9
2006-09-14,,,,,,,,3227.48
2006-09-15,,,,,,,,3228.54
2006-09-18,,,,,,,,3204.62
2006-09-19,,,,,,,,3161.48
2006-09-20,,,,,,,,3159.85
2006-09-21,,,,,,,,3145.6
2006-09-22,,,,,,,,3118.71
2006-09-25,,,,,,,,3108.78
2006-09-26,,,,,,,,3139.31
2006-09-27,,,,,,,,3155.0
2006-09-28,,,,,,,,3166.76
2006-09-29,,,,,,,,3188.16
2006-10-02,,,,,,,,3187.05
2006-10-03,,,,,,,,3208.76
2006-10-04,,,,,,,,3236.09
2006-10-05,,,,,,,,3281.85
2006-10-06,,,,,,,,3275.48
2006-10-09,,,,,,,,3270.62
2006-10-10,,,,,,,,3292.47
2006-10-11,,,,,,,,3302.06
2006-10-12,,,,,,,,3320.07
2006-10-13,,,,,,,,3316.72
2006-10-16,,,,,,,,3297.12
2006-10-17,,,,,,,,3296.99
2006-10-18,,,,,,,,3306.09
2006-10-19,,,,,,,,3325.72
2006-10-20,,,,,,,,3319.21
2006-10-23,,,,,,,,3336.76
2006-10-24,,,,,,,,3353.59
2006-10-25,,,,,,,,3389.95
2006-10-26,,,,,,,,3462.33
2006-10-27,,,,,,,,3491.03
2006-10-30,,,,,,,,3476.52
2006-10-31,,,,,,,,3508.72
2006-11-01,,,,,,,,3492.79
2006-11-02,,,,,,,,3469.59
2006-11-03,,,,,,,,3496.7
2006-11-06,,,,,,,,3563.53
2006-11-07,,,,,,,,3565.98
2006-11-08,,,,,,,,3583.63
2006-11-09,,,,,,,,3604.23
2006-11-10,,,,,,,,3582.37
2006-11-13,,,,,,,,3564.77
2006-11-14,,,,,,,,3541.08
2006-11-15,,,,,,,,3560.22
2006-11-16,,,,,,,,3575.02
2006-11-17,,,,,,,,3560.76
2006-11-20,,,,,,,,3566.02
2006-11-21,,,,,,,,3579.06
2006-11-22,,,,,,,,3585.42
2006-11-24,,,,,,,,3583.11
2006-11-27,,,,,,,,3555.91
2006-11-28,,,,,,,,3524.55
