,Adj Close,close,high,low,open,vol,pct_change,vwap
2005-07-08,,,,,,,,60.27
2005-07-11,,,,,,,,59.92
2005-07-12,,,,,,,,59.97
2005-07-13,,,,,,,,60.31
2005-07-14,,,,,,,,60.99
2005-07-15,,,,,,,,60.42
2005-07-18,,,,,,,,60.48
2005-07-19,,,,,,,,60.66
2005-07-20,,,,,,,,60.46
2005-07-21,,,,,,,,59.77
2005-07-22,,,,,,,,58.8
2005-07-25,,,,,,,,59.17
2005-07-26,,,,,,,,58.57
2005-07-27,,,,,,,,58.23
2005-07-28,,,,,,,,58.81
2005-07-29,,,,,,,,58.72
2005-08-01,,,,,,,,58.22
2005-08-02,,,,,,,,58.45
2005-08-03,,,,,,,,57.92
2005-08-04,,,,,,,,57.92
2005-08-05,,,,,,,,57.81
2005-08-08,,,,,,,,57.29
2005-08-09,,,,,,,,56.9
2005-08-10,,,,,,,,56.98
2005-08-11,,,,,,,,56.89
2005-08-12,,,,,,,,56.57
2005-08-15,,,,,,,,56.42
2005-08-16,,,,,,,,56.19
2005-08-17,,,,,,,,55.9
2005-08-18,,,,,,,,56.29
2005-08-19,,,,,,,,56.56
2005-08-22,,,,,,,,57.56
2005-08-23,,,,,,,,57.91
2005-08-24,,,,,,,,58.47
2005-08-25,,,,,,,,57.73
2005-08-26,,,,,,,,57.43
2005-08-29,,,,,,,,57.35
2005-08-30,,,,,,,,57.13
2005-08-31,,,,,,,,56.81
2005-09-01,,,,,,,,56.41
2005-09-02,,,,,,,,56.59
2005-09-06,,,,,,,,56.7
2005-09-07,,,,,,,,57.29
2005-09-08,,,,,,,,57.3
2005-09-09,,,,,,,,57.8
2005-09-12,,,,,,,,60.03
2005-09-13,,,,,,,,59.85
2005-09-14,,,,,,,,59.6
2005-09-15,,,,,,,,60.32
2005-09-16,,,,,,,,61.5
2005-09-19,,,,,,,,61.73
2005-09-20,,,,,,,,61.48
2005-09-21,,,,,,,,60.85
2005-09-22,,,,,,,,60.05
2005-09-23,,,,,,,,59.83
2005-09-26,,,,,,,,58.33
2005-09-27,,,,,,,,58.49
2005-09-28,,,,,,,,58.46
2005-09-29,,,,,,,,58.27
2005-09-30,,,,,,,,59.41
2005-10-03,,,,,,,,59.0
2005-10-04,,,,,,,,59.69
2005-10-05,,,,,,,,58.77
2005-10-06,,,,,,,,58.06
2005-10-07,,,,,,,,57.18
2005-10-10,,,,,,,,57.84
2005-10-11,,,,,,,,57.37
2005-10-12,,,,,,,,57.59
2005-10-13,,,,,,,,57.59
2005-10-14,,,,,,,,58.28
2005-10-17,,,,,,,,58.31
2005-10-18,,,,,,,,58.37
2005-10-19,,,,,,,,58.6
2005-10-20,,,,,,,,58.8
2005-10-21,,,,,,,,59.03
2005-10-24,,,,,,,,60.86
2005-10-25,,,,,,,,61.13
2005-10-26,,,,,,,,61.16
2005-10-27,,,,,,,,60.92
2005-10-28,,,,,,,,62.0
2005-10-31,,,,,,,,63.18
2005-11-01,,,,,,,,63.05
2005-11-02,,,,,,,,63.2
2005-11-03,,,,,,,,63.47
2005-11-04,,,,,,,,63.61
2005-11-07,,,,,,,,63.41
2005-11-08,,,,,,,,62.97
2005-11-09,,,,,,,,63.84
2005-11-10,,,,,,,,64.25
2005-11-11,,,,,,,,64.66
2005-11-14,,,,,,,,64.85
2005-11-15,,,,,,,,65.27
2005-11-16,,,,,,,,65.43
2005-11-17,,,,,,,,65.27
2005-11-18,,,,,,,,65.06
2005-11-21,,,,,,,,64.87
2005-11-22,,,,,,,,67.41
2005-11-23,,,,,,,,66.99
2005-11-25,,,,,,,,67.23
2005-11-28,,,,,,,,67.88
2005-11-29,,,,,,,,68.86
2005-11-30,,,,,,,,69.02
2005-12-01,,,,,,,,68.49
2005-12-02,,,,,,,,68.85
2005-12-05,,,,,,,,69.06
2005-12-06,,,,,,,,69.5
2005-12-07,,,,,,,,69.81
2005-12-08,,,,,,,,70.36
2005-12-09,,,,,,,,70.56
2005-12-12,,,,,,,,70.65
2005-12-13,,,,,,,,70.74
2005-12-14,,,,,,,,71.92
2005-12-15,,,,,,,,71.6
2005-12-16,,,,,,,,71.74
2005-12-19,,,,,,,,71.28
2005-12-20,,,,,,,,71.44
2005-12-21,,,,,,,,70.41
2005-12-22,,,,,,,,69.67
2005-12-23,,,,,,,,70.33
2005-12-27,,,,,,,,70.65
2005-12-28,,,,,,,,70.2
2005-12-29,,,,,,,,69.97
2005-12-30,,,,,,,,69.5
2006-01-03,,,,,,,,69.67
2006-01-04,,,,,,,,71.35
2006-01-05,,,,,,,,69.91
2006-01-06,,,,,,,,69.51
2006-01-09,,,,,,,,69.97
2006-01-10,,,,,,,,69.76
2006-01-11,,,,,,,,70.65
2006-01-12,,,,,,,,70.84
2006-01-13,,,,,,,,70.98
2006-01-17,,,,,,,,70.24
2006-01-18,,,,,,,,70.18
2006-01-19,,,,,,,,70.0
2006-01-20,,,,,,,,69.95
2006-01-23,,,,,,,,70.34
2006-01-24,,,,,,,,71.26
2006-01-25,,,,,,,,71.26
2006-01-26,,,,,,,,71.11
2006-01-27,,,,,,,,70.95
2006-01-30,,,,,,,,71.18
2006-01-31,,,,,,,,71.0
2006-02-01,,,,,,,,70.06
2006-02-02,,,,,,,,69.92
2006-02-03,,,,,,,,70.35
2006-02-06,,,,,,,,69.38
2006-02-07,,,,,,,,68.05
2006-02-08,,,,,,,,67.98
2006-02-09,,,,,,,,68.49
2006-02-10,,,,,,,,68.28
2006-02-13,,,,,,,,68.26
2006-02-14,,,,,,,,68.17
2006-02-15,,,,,,,,68.53
2006-02-16,,,,,,,,68.77
2006-02-17,,,,,,,,68.69
2006-02-21,,,,,,,,68.78
2006-02-22,,,,,,,,70.09
2006-02-23,,,,,,,,70.24
2006-02-24,,,,,,,,69.51
2006-02-27,,,,,,,,69.87
2006-02-28,,,,,,,,70.12
2006-03-01,,,,,,,,75.22
2006-03-02,,,,,,,,76.55
2006-03-03,,,,,,,,77.04
2006-03-06,,,,,,,,76.37
2006-03-07,,,,,,,,77.32
2006-03-08,,,,,,,,77.57
2006-03-09,,,,,,,,77.72
2006-03-10,,,,,,,,78.66
2006-03-13,,,,,,,,79.13
2006-03-14,,,,,,,,79.71
2006-03-15,,,,,,,,80.19
2006-03-16,,,,,,,,81.66
2006-03-17,,,,,,,,82.01
2006-03-20,,,,,,,,81.74
2006-03-21,,,,,,,,81.42
2006-03-22,,,,,,,,80.87
2006-03-23,,,,,,,,80.22
2006-03-24,,,,,,,,79.66
2006-03-27,,,,,,,,79.13
2006-03-28,,,,,,,,79.09
2006-03-29,,,,,,,,79.0
2006-03-30,,,,,,,,78.28
2006-03-31,,,,,,,,77.47
2006-04-03,,,,,,,,76.96
2006-04-04,,,,,,,,76.18
2006-04-05,,,,,,,,76.15
2006-04-06,,,,,,,,75.91
2006-04-07,,,,,,,,75.1
2006-04-10,,,,,,,,74.57
2006-04-11,,,,,,,,73.82
2006-04-12,,,,,,,,73.84
2006-04-13,,,,,,,,73.41
2006-04-17,,,,,,,,73.02
2006-04-18,,,,,,,,73.88
2006-04-19,,,,,,,,74.33
2006-04-20,,,,,,,,74.34
2006-04-21,,,,,,,,73.89
2006-04-24,,,,,,,,73.27
2006-04-25,,,,,,,,73.22
2006-04-26,,,,,,,,74.36
2006-04-27,,,,,,,,74.27
2006-04-28,,,,,,,,74.33
2006-05-01,,,,,,,,73.62
2006-05-02,,,,,,,,74.49
2006-05-03,,,,,,,,75.1
2006-05-04,,,,,,,,75.6
2006-05-05,,,,,,,,75.6
2006-05-08,,,,,,,,75.67
2006-05-09,,,,,,,,75.9
2006-05-10,,,,,,,,76.14
2006-05-11,,,,,,,,75.46
2006-05-12,,,,,,,,74.93
2006-05-15,,,,,,,,74.84
2006-05-16,,,,,,,,75.16
2006-05-17,,,,,,,,74.1
2006-05-18,,,,,,,,73.52
2006-05-19,,,,,,,,73.65
2006-05-22,,,,,,,,74.11
2006-05-23,,,,,,,,74.79
2006-05-24,,,,,,,,74.67
2006-05-25,,,,,,,,74.98
2006-05-26,,,,,,,,75.02
2006-05-30,,,,,,,,75.18
2006-05-31,,,,,,,,76.06
2006-06-01,,,,,,,,75.05
2006-06-02,,,,,,,,74.57
2006-06-05,,,,,,,,74.26
2006-06-06,,,,,,,,74.66
2006-06-07,,,,,,,,75.53
2006-06-08,,,,,,,,73.42
2006-06-09,,,,,,,,72.51
2006-06-12,,,,,,,,71.79
2006-06-13,,,,,,,,70.92
2006-06-14,,,,,,,,71.49
2006-06-15,,,,,,,,73.15
2006-06-16,,,,,,,,73.68
2006-06-19,,,,,,,,72.79
2006-06-20,,,,,,,,73.44
2006-06-21,,,,,,,,73.42
2006-06-22,,,,,,,,72.87
2006-06-23,,,,,,,,72.59
2006-06-26,,,,,,,,71.98
2006-06-27,,,,,,,,71.12
2006-06-28,,,,,,,,71.1
2006-06-29,,,,,,,,71.63
2006-06-30,,,,,,,,72.0
2006-07-03,,,,,,,,71.69
2006-07-05,,,,,,,,71.0
2006-07-06,,,,,,,,71.34
2006-07-07,,,,,,,,70.58
2006-07-10,,,,,,,,70.69
2006-07-11,,,,,,,,71.01
2006-07-12,,,,,,,,70.63
2006-07-13,,,,,,,,69.92
2006-07-14,,,,,,,,68.85
2006-07-17,,,,,,,,69.72
2006-07-18,,,,,,,,69.98
2006-07-19,,,,,,,,72.04
2006-07-20,,,,,,,,72.29
2006-07-21,,,,,,,,71.92
2006-07-24,,,,,,,,72.18
2006-07-25,,,,,,,,72.49
2006-07-26,,,,,,,,72.86
2006-07-27,,,,,,,,72.99
2006-07-28,,,,,,,,73.33
2006-07-31,,,,,,,,73.11
2006-08-01,,,,,,,,72.85
2006-08-02,,,,,,,,73.61
2006-08-03,,,,,,,,73.0
2006-08-04,,,,,,,,73.39
2006-08-07,,,,,,,,72.32
2006-08-08,,,,,,,,72.96
2006-08-09,,,,,,,,72.77
2006-08-10,,,,,,,,72.04
2006-08-11,,,,,,,,72.19
2006-08-14,,,,,,,,72.48
2006-08-15,,,,,,,,73.19
2006-08-16,,,,,,,,73.93
2006-08-17,,,,,,,,73.63
2006-08-18,,,,,,,,73.62
2006-08-21,,,,,,,,74.12
2006-08-22,,,,,,,,73.55
2006-08-23,,,,,,,,74.26
2006-08-24,,,,,,,,74.02
2006-08-25,,,,,,,,73.74
2006-08-28,,,,,,,,73.47
2006-08-29,,,,,,,,75.68
2006-08-30,,,,,,,,75.72
2006-08-31,,,,,,,,77.34
2006-09-01,,,,,,,,76.98
2006-09-05,,,,,,,,77.72
2006-09-06,,,,,,,,76.44
2006-09-07,,,,,,,,76.04
2006-09-08,,,,,,,,76.44
2006-09-11,,,,,,,,75.73
2006-09-12,,,,,,,,75.58
2006-09-13,,,,,,,,75.08
2006-09-14,,,,,,,,75.03
2006-09-15,,,,,,,,75.86
2006-09-18,,,,,,,,75.57
2006-09-19,,,,,,,,76.09
2006-09-20,,,,,,,,76.45
2006-09-21,,,,,,,,75.8
2006-09-22,,,,,,,,75.42
2006-09-25,,,,,,,,76.2
2006-09-26,,,,,,,,76.62
2006-09-27,,,,,,,,76.46
2006-09-28,,,,,,,,76.41
2006-09-29,,,,,,,,76.65
2006-10-02,,,,,,,,76.71
2006-10-03,,,,,,,,76.15
2006-10-04,,,,,,,,76.37
2006-10-05,,,,,,,,76.34
2006-10-06,,,,,,,,75.72
2006-10-09,,,,,,,,75.13
2006-10-10,,,,,,,,74.17
2006-10-11,,,,,,,,74.26
2006-10-12,,,,,,,,74.58
2006-10-13,,,,,,,,74.29
2006-10-16,,,,,,,,74.14
2006-10-17,,,,,,,,73.54
2006-10-18,,,,,,,,73.52
2006-10-19,,,,,,,,73.15
2006-10-20,,,,,,,,72.93
2006-10-23,,,,,,,,72.09
2006-10-24,,,,,,,,71.6
2006-10-25,,,,,,,,72.03
2006-10-26,,,,,,,,72.21
2006-10-27,,,,,,,,72.39
2006-10-30,,,,,,,,72.79
2006-10-31,,,,,,,,72.41
2006-11-01,,,,,,,,71.79
2006-11-02,,,,,,,,71.41
2006-11-03,,,,,,,,71.29
2006-11-06,,,,,,,,72.05
2006-11-07,,,,,,,,72.15
2006-11-08,,,,,,,,71.68
2006-11-09,,,,,,,,71.76
2006-11-10,,,,,,,,71.9
2006-11-13,,,,,,,,72.11
2006-11-14,,,,,,,,71.59
2006-11-15,,,,,,,,71.59
2006-11-16,,,,,,,,72.04
2006-11-17,,,,,,,,71.99
2006-11-20,,,,,,,,72.05
2006-11-21,,,,,,,,71.93
2006-11-22,,,,,,,,72.07
2006-11-24,,,,,,,,71.81
2006-11-27,,,,,,,,71.27
2006-11-28,,,,,,,,71.41
2006-11-29,,,,,,,,71.43
2006-11-30,,,,,,,,69.59
2006-12-01,,,,,,,,67.84
2006-12-04,,,,,,,,67.56
2006-12-05,,,,,,,,66.4
2006-12-06,,,,,,,,66.24
2006-12-07,,,,,,,,66.84
2006-12-08,,,,,,,,68.2
2006-12-11,,,,,,,,66.84
2006-12-12,,,,,,,,66.44
2006-12-13,,,,,,,,66.43
2006-12-14,,,,,,,,66.92
2006-12-15,,,,,,,,66.75
2006-12-18,,,,,,,,66.56
2006-12-19,,,,,,,,65.85
2006-12-20,,,,,,,,65.6
2006-12-21,,,,,,,,65.76
2006-12-22,,,,,,,,65.51
2006-12-26,,,,,,,,65.73
2006-12-27,,,,,,,,66.3
2006-12-28,,,,,,,,66.1
2006-12-29,,,,,,,,66.11
2007-01-03,,,,,,,,66.5
2007-01-04,,,,,,,,65.48
2007-01-05,,,,,,,,64.57
2007-01-08,,,,,,,,64.73
2007-01-09,,,,,,,,65.06
2007-01-10,,,,,,,,65.01
2007-01-11,,,,,,,,65.22
2007-01-12,,,,,,,,65.29
2007-01-16,,,,,,,,65.55
2007-01-17,,,,,,,,65.69
2007-01-18,,,,,,,,66.03
2007-01-19,,,,,,,,65.88
2007-01-22,,,,,,,,66.05
2007-01-23,,,,,,,,65.83
2007-01-24,,,,,,,,65.76
2007-01-25,,,,,,,,65.55
2007-01-26,,,,,,,,65.11
2007-01-29,,,,,,,,64.91
